,fuzzer,covered_targets,time,target,covered_edges,rank,micro_benchmark
8826,afl,295,900,296,1820,1,libjpeg-turbo-07-2017-IDX26
8827,entropic,289,900,296,1809,2,libjpeg-turbo-07-2017-IDX26
8828,aflplusplus,268,60,296,1570,3,libjpeg-turbo-07-2017-IDX26
8829,eclipser,268,360,296,1595,4,libjpeg-turbo-07-2017-IDX26
8830,honggfuzz,268,420,296,1693,5,libjpeg-turbo-07-2017-IDX26
8831,libfuzzer,267,600,296,1572,6,libjpeg-turbo-07-2017-IDX26
8832,libfuzzer,246,60,246,2066,1,openthread-2019-12-23-IDX31
8833,aflplusplus,246,60,246,1988,2,openthread-2019-12-23-IDX31
8834,entropic,246,60,246,1931,3,openthread-2019-12-23-IDX31
8835,honggfuzz,246,60,246,1861,4,openthread-2019-12-23-IDX31
8836,eclipser,246,120,246,2090,5,openthread-2019-12-23-IDX31
8837,afl,246,120,246,1964,6,openthread-2019-12-23-IDX31
8838,aflplusplus,2,60,2,2091,1,openthread-2019-12-23-IDX1
8839,libfuzzer,2,60,2,2012,2,openthread-2019-12-23-IDX1
8840,afl,2,60,2,1990,3,openthread-2019-12-23-IDX1
8841,eclipser,2,60,2,1964,4,openthread-2019-12-23-IDX1
8842,entropic,2,60,2,1923,5,openthread-2019-12-23-IDX1
8843,honggfuzz,2,60,2,1852,6,openthread-2019-12-23-IDX1
8844,aflplusplus,8,60,8,165,1,systemd_fuzz-link-parser-IDX50
8845,eclipser,8,60,8,162,2,systemd_fuzz-link-parser-IDX50
8846,honggfuzz,8,60,8,161,3,systemd_fuzz-link-parser-IDX50
8847,libfuzzer,8,60,8,161,3,systemd_fuzz-link-parser-IDX50
8848,entropic,8,60,8,159,4,systemd_fuzz-link-parser-IDX50
8849,afl,8,60,8,157,5,systemd_fuzz-link-parser-IDX50
8850,aflplusplus,11,60,11,1870,1,mbedtls_fuzz_dtlsclient-IDX79
8851,libfuzzer,11,60,11,1800,2,mbedtls_fuzz_dtlsclient-IDX79
8852,entropic,11,120,11,1809,3,mbedtls_fuzz_dtlsclient-IDX79
8853,afl,10,60,11,1821,4,mbedtls_fuzz_dtlsclient-IDX79
8854,eclipser,10,60,11,1818,5,mbedtls_fuzz_dtlsclient-IDX79
8855,honggfuzz,10,60,11,1812,6,mbedtls_fuzz_dtlsclient-IDX79
8856,aflplusplus,78,60,78,2355,1,re2-2014-12-09-IDX16
8857,afl,78,60,78,2342,2,re2-2014-12-09-IDX16
8858,libfuzzer,78,60,78,2341,3,re2-2014-12-09-IDX16
8859,eclipser,78,60,78,2218,4,re2-2014-12-09-IDX16
8860,entropic,78,60,78,2211,5,re2-2014-12-09-IDX16
8861,honggfuzz,78,60,78,2185,6,re2-2014-12-09-IDX16
8862,entropic,74,60,74,517,1,jsoncpp_jsoncpp_fuzzer-IDX32
8863,libfuzzer,74,60,74,516,2,jsoncpp_jsoncpp_fuzzer-IDX32
8864,afl,74,60,74,510,3,jsoncpp_jsoncpp_fuzzer-IDX32
8865,honggfuzz,74,60,74,507,4,jsoncpp_jsoncpp_fuzzer-IDX32
8866,eclipser,74,60,74,507,4,jsoncpp_jsoncpp_fuzzer-IDX32
8867,aflplusplus,74,60,74,494,5,jsoncpp_jsoncpp_fuzzer-IDX32
8868,afl,13,60,37,3749,1,bloaty_fuzz_target-IDX60
8869,libfuzzer,13,60,37,3607,2,bloaty_fuzz_target-IDX60
8870,honggfuzz,13,60,37,3605,3,bloaty_fuzz_target-IDX60
8871,aflplusplus,13,60,37,3532,4,bloaty_fuzz_target-IDX60
8872,eclipser,13,120,37,3850,5,bloaty_fuzz_target-IDX60
8873,entropic,11,60,37,3579,6,bloaty_fuzz_target-IDX60
8874,honggfuzz,57,60,87,1227,1,bloaty_fuzz_target-IDX51
8875,libfuzzer,57,360,87,1507,2,bloaty_fuzz_target-IDX51
8876,entropic,51,600,87,1525,3,bloaty_fuzz_target-IDX51
8877,eclipser,50,600,87,1398,4,bloaty_fuzz_target-IDX51
8878,aflplusplus,42,60,87,1177,5,bloaty_fuzz_target-IDX51
8879,afl,18,180,87,1107,6,bloaty_fuzz_target-IDX51
8880,aflplusplus,14,60,14,1764,1,libpcap_fuzz_both-IDX34
8881,afl,14,60,14,1659,2,libpcap_fuzz_both-IDX34
8882,honggfuzz,14,60,14,1631,3,libpcap_fuzz_both-IDX34
8883,eclipser,14,60,14,1619,4,libpcap_fuzz_both-IDX34
8884,libfuzzer,14,60,14,1608,5,libpcap_fuzz_both-IDX34
8885,entropic,14,60,14,1570,6,libpcap_fuzz_both-IDX34
8886,aflplusplus,535,60,535,2368,1,re2-2014-12-09-IDX2
8887,honggfuzz,535,60,535,2324,2,re2-2014-12-09-IDX2
8888,afl,535,60,535,2250,3,re2-2014-12-09-IDX2
8889,eclipser,535,120,535,2422,4,re2-2014-12-09-IDX2
8890,libfuzzer,535,180,535,2429,5,re2-2014-12-09-IDX2
8891,entropic,535,780,535,2443,6,re2-2014-12-09-IDX2
8892,libfuzzer,54,60,54,517,1,jsoncpp_jsoncpp_fuzzer-IDX42
8893,entropic,54,60,54,514,2,jsoncpp_jsoncpp_fuzzer-IDX42
8894,aflplusplus,54,60,54,513,3,jsoncpp_jsoncpp_fuzzer-IDX42
8895,afl,54,60,54,506,4,jsoncpp_jsoncpp_fuzzer-IDX42
8896,honggfuzz,54,60,54,506,4,jsoncpp_jsoncpp_fuzzer-IDX42
8897,eclipser,54,120,54,508,5,jsoncpp_jsoncpp_fuzzer-IDX42
8898,aflplusplus,817,60,817,2374,1,re2-2014-12-09-IDX98
8899,entropic,817,60,817,2239,2,re2-2014-12-09-IDX98
8900,libfuzzer,817,60,817,2230,3,re2-2014-12-09-IDX98
8901,eclipser,817,120,817,2340,4,re2-2014-12-09-IDX98
8902,afl,817,120,817,2335,5,re2-2014-12-09-IDX98
8903,honggfuzz,817,120,817,2232,6,re2-2014-12-09-IDX98
8904,honggfuzz,126,60,203,3597,1,freetype2-2017-IDX75
8905,eclipser,126,180,203,3714,2,freetype2-2017-IDX75
8906,entropic,124,180,203,3309,3,freetype2-2017-IDX75
8907,libfuzzer,124,300,203,4099,4,freetype2-2017-IDX75
8908,aflplusplus,124,600,203,3949,5,freetype2-2017-IDX75
8909,afl,123,60,203,2879,6,freetype2-2017-IDX75
8910,honggfuzz,141,60,171,1947,1,libpcap_fuzz_both-IDX29
8911,aflplusplus,141,60,171,1859,2,libpcap_fuzz_both-IDX29
8912,libfuzzer,141,60,171,1825,3,libpcap_fuzz_both-IDX29
8913,entropic,141,120,171,1842,4,libpcap_fuzz_both-IDX29
8914,afl,136,60,171,1807,5,libpcap_fuzz_both-IDX29
8915,eclipser,136,360,171,1837,6,libpcap_fuzz_both-IDX29
8916,honggfuzz,734,780,786,7339,1,freetype2-2017-IDX44
8917,aflplusplus,253,840,786,6636,2,freetype2-2017-IDX44
8918,eclipser,231,120,786,4156,3,freetype2-2017-IDX44
8919,libfuzzer,166,840,786,4523,4,freetype2-2017-IDX44
8920,entropic,138,240,786,4408,5,freetype2-2017-IDX44
8921,afl,126,240,786,4330,6,freetype2-2017-IDX44
8922,aflplusplus,121,60,121,2117,1,openthread-2019-12-23-IDX60
8923,afl,121,60,121,2041,2,openthread-2019-12-23-IDX60
8924,libfuzzer,121,60,121,2031,3,openthread-2019-12-23-IDX60
8925,entropic,121,60,121,2028,4,openthread-2019-12-23-IDX60
8926,eclipser,121,60,121,1994,5,openthread-2019-12-23-IDX60
8927,honggfuzz,121,120,121,2026,6,openthread-2019-12-23-IDX60
8928,libfuzzer,454,720,456,6284,1,libxslt_xpath-IDX38
8929,aflplusplus,435,600,456,6307,2,libxslt_xpath-IDX38
8930,eclipser,421,660,456,6240,3,libxslt_xpath-IDX38
8931,entropic,418,120,456,5954,4,libxslt_xpath-IDX38
8932,honggfuzz,418,840,456,6128,5,libxslt_xpath-IDX38
8933,afl,401,420,456,5964,6,libxslt_xpath-IDX38
8934,honggfuzz,385,60,385,4927,1,libxml2-v2.9.2-IDX24
8935,eclipser,385,60,385,4181,2,libxml2-v2.9.2-IDX24
8936,afl,385,180,385,5698,3,libxml2-v2.9.2-IDX24
8937,entropic,385,360,385,5049,4,libxml2-v2.9.2-IDX24
8938,aflplusplus,385,420,385,5139,5,libxml2-v2.9.2-IDX24
8939,libfuzzer,380,840,385,4423,6,libxml2-v2.9.2-IDX24
8940,afl,56,540,61,1904,1,libpcap_fuzz_both-IDX91
8941,honggfuzz,55,120,61,1965,2,libpcap_fuzz_both-IDX91
8942,aflplusplus,55,840,61,2040,3,libpcap_fuzz_both-IDX91
8943,libfuzzer,51,480,61,1891,4,libpcap_fuzz_both-IDX91
8944,eclipser,50,420,61,1844,5,libpcap_fuzz_both-IDX91
8945,entropic,50,480,61,1903,6,libpcap_fuzz_both-IDX91
8946,aflplusplus,845,480,847,2151,1,libpcap_fuzz_both-IDX31
8947,afl,835,660,847,2094,2,libpcap_fuzz_both-IDX31
8948,honggfuzz,647,540,847,1637,3,libpcap_fuzz_both-IDX31
8949,eclipser,640,420,847,1390,4,libpcap_fuzz_both-IDX31
8950,entropic,638,720,847,1451,5,libpcap_fuzz_both-IDX31
8951,libfuzzer,632,240,847,1357,6,libpcap_fuzz_both-IDX31
8952,entropic,48,60,48,508,1,jsoncpp_jsoncpp_fuzzer-IDX71
8953,honggfuzz,48,60,48,505,2,jsoncpp_jsoncpp_fuzzer-IDX71
8954,eclipser,48,60,48,462,3,jsoncpp_jsoncpp_fuzzer-IDX71
8955,libfuzzer,48,60,48,461,4,jsoncpp_jsoncpp_fuzzer-IDX71
8956,afl,48,180,48,471,5,jsoncpp_jsoncpp_fuzzer-IDX71
8957,aflplusplus,48,840,48,480,6,jsoncpp_jsoncpp_fuzzer-IDX71
8958,entropic,52,120,52,1451,1,mbedtls_fuzz_dtlsclient-IDX82
8959,honggfuzz,52,240,52,1449,2,mbedtls_fuzz_dtlsclient-IDX82
8960,libfuzzer,52,300,52,1444,3,mbedtls_fuzz_dtlsclient-IDX82
8961,aflplusplus,52,300,52,1439,4,mbedtls_fuzz_dtlsclient-IDX82
8962,afl,52,660,52,1456,5,mbedtls_fuzz_dtlsclient-IDX82
8963,eclipser,52,720,52,1447,6,mbedtls_fuzz_dtlsclient-IDX82
8964,libfuzzer,82,60,82,6737,1,libxslt_xpath-IDX18
8965,entropic,82,60,82,6641,2,libxslt_xpath-IDX18
8966,aflplusplus,82,60,82,6416,3,libxslt_xpath-IDX18
8967,eclipser,82,60,82,6336,4,libxslt_xpath-IDX18
8968,honggfuzz,82,60,82,6315,5,libxslt_xpath-IDX18
8969,afl,82,60,82,5980,6,libxslt_xpath-IDX18
8970,afl,306,420,318,4352,1,freetype2-2017-IDX14
8971,aflplusplus,306,900,318,4718,2,freetype2-2017-IDX14
8972,honggfuzz,302,600,318,5490,3,freetype2-2017-IDX14
8973,eclipser,190,360,318,3526,4,freetype2-2017-IDX14
8974,entropic,190,840,318,3566,5,freetype2-2017-IDX14
8975,libfuzzer,187,360,318,3448,6,freetype2-2017-IDX14
8976,aflplusplus,238,120,241,2002,1,libpcap_fuzz_both-IDX69
8977,entropic,134,900,241,1737,2,libpcap_fuzz_both-IDX69
8978,afl,132,900,241,1679,3,libpcap_fuzz_both-IDX69
8979,eclipser,127,840,241,1682,4,libpcap_fuzz_both-IDX69
8980,honggfuzz,127,840,241,1678,5,libpcap_fuzz_both-IDX69
8981,libfuzzer,120,540,241,1686,6,libpcap_fuzz_both-IDX69
8982,afl,22,60,22,1598,1,libjpeg-turbo-07-2017-IDX52
8983,libfuzzer,22,60,22,1570,2,libjpeg-turbo-07-2017-IDX52
8984,aflplusplus,22,60,22,1552,3,libjpeg-turbo-07-2017-IDX52
8985,entropic,22,60,22,1536,4,libjpeg-turbo-07-2017-IDX52
8986,eclipser,22,60,22,1518,5,libjpeg-turbo-07-2017-IDX52
8987,honggfuzz,22,60,22,1443,6,libjpeg-turbo-07-2017-IDX52
8988,honggfuzz,178,180,178,1973,1,libpcap_fuzz_both-IDX71
8989,entropic,178,240,178,1963,2,libpcap_fuzz_both-IDX71
8990,aflplusplus,178,300,178,2131,3,libpcap_fuzz_both-IDX71
8991,afl,178,360,178,2088,4,libpcap_fuzz_both-IDX71
8992,libfuzzer,178,720,178,2107,5,libpcap_fuzz_both-IDX71
8993,eclipser,168,540,178,2160,6,libpcap_fuzz_both-IDX71
8994,libfuzzer,177,480,196,1591,1,mbedtls_fuzz_dtlsclient-IDX57
8995,aflplusplus,153,900,196,1561,2,mbedtls_fuzz_dtlsclient-IDX57
8996,entropic,99,60,196,1462,3,mbedtls_fuzz_dtlsclient-IDX57
8997,eclipser,62,720,196,1449,4,mbedtls_fuzz_dtlsclient-IDX57
8998,honggfuzz,62,900,196,1452,5,mbedtls_fuzz_dtlsclient-IDX57
8999,afl,50,120,196,1410,6,mbedtls_fuzz_dtlsclient-IDX57
9000,entropic,212,480,661,1805,1,openssl_x509-IDX51
9001,afl,210,360,661,1725,2,openssl_x509-IDX51
9002,honggfuzz,210,840,661,1744,3,openssl_x509-IDX51
9003,eclipser,204,600,661,1792,4,openssl_x509-IDX51
9004,libfuzzer,204,660,661,1756,5,openssl_x509-IDX51
9005,aflplusplus,99,60,661,1429,6,openssl_x509-IDX51
9006,entropic,393,240,1303,1601,1,openssl_x509-IDX58
9007,aflplusplus,392,60,1303,1776,2,openssl_x509-IDX58
9008,eclipser,392,120,1303,1422,3,openssl_x509-IDX58
9009,libfuzzer,392,660,1303,1607,4,openssl_x509-IDX58
9010,afl,388,360,1303,1417,5,openssl_x509-IDX58
9011,honggfuzz,388,780,1303,1423,6,openssl_x509-IDX58
9012,entropic,132,600,132,2473,1,openssl_x509-IDX43
9013,honggfuzz,28,780,132,2216,2,openssl_x509-IDX43
9014,libfuzzer,27,60,132,2206,3,openssl_x509-IDX43
9015,eclipser,27,180,132,2107,4,openssl_x509-IDX43
9016,aflplusplus,27,360,132,2101,5,openssl_x509-IDX43
9017,afl,25,60,132,2193,6,openssl_x509-IDX43
9018,aflplusplus,409,600,410,2282,1,libpcap_fuzz_both-IDX42
9019,eclipser,405,840,410,1983,2,libpcap_fuzz_both-IDX42
9020,honggfuzz,404,540,410,2086,3,libpcap_fuzz_both-IDX42
9021,afl,402,360,410,1952,4,libpcap_fuzz_both-IDX42
9022,entropic,402,600,410,1985,5,libpcap_fuzz_both-IDX42
9023,libfuzzer,350,180,410,1846,6,libpcap_fuzz_both-IDX42
9024,honggfuzz,4,180,4,1139,1,vorbis-2017-12-11-IDX40
9025,aflplusplus,0,900,4,1126,2,vorbis-2017-12-11-IDX40
9026,entropic,0,900,4,1102,3,vorbis-2017-12-11-IDX40
9027,eclipser,0,900,4,1096,4,vorbis-2017-12-11-IDX40
9028,afl,0,900,4,1083,5,vorbis-2017-12-11-IDX40
9029,libfuzzer,0,900,4,1081,6,vorbis-2017-12-11-IDX40
9030,libfuzzer,106,660,119,3967,1,harfbuzz-1.3.2-IDX81
9031,honggfuzz,105,900,119,5622,2,harfbuzz-1.3.2-IDX81
9032,afl,104,660,119,5295,3,harfbuzz-1.3.2-IDX81
9033,entropic,103,540,119,4761,4,harfbuzz-1.3.2-IDX81
9034,eclipser,103,780,119,5307,5,harfbuzz-1.3.2-IDX81
9035,aflplusplus,94,900,119,4863,6,harfbuzz-1.3.2-IDX81
9036,honggfuzz,5,60,15,161,1,systemd_fuzz-link-parser-IDX36
9037,afl,5,60,15,150,2,systemd_fuzz-link-parser-IDX36
9038,eclipser,5,60,15,149,3,systemd_fuzz-link-parser-IDX36
9039,aflplusplus,5,120,15,157,4,systemd_fuzz-link-parser-IDX36
9040,entropic,5,420,15,171,5,systemd_fuzz-link-parser-IDX36
9041,libfuzzer,3,60,15,150,6,systemd_fuzz-link-parser-IDX36
9042,honggfuzz,38,360,341,1889,1,mbedtls_fuzz_dtlsclient-IDX76
9043,entropic,36,240,341,1835,2,mbedtls_fuzz_dtlsclient-IDX76
9044,aflplusplus,36,780,341,1917,3,mbedtls_fuzz_dtlsclient-IDX76
9045,eclipser,36,780,341,1889,4,mbedtls_fuzz_dtlsclient-IDX76
9046,afl,33,720,341,1886,5,mbedtls_fuzz_dtlsclient-IDX76
9047,libfuzzer,27,480,341,1838,6,mbedtls_fuzz_dtlsclient-IDX76
9048,honggfuzz,37,720,169,4793,1,bloaty_fuzz_target-IDX5
9049,libfuzzer,35,780,169,4381,2,bloaty_fuzz_target-IDX5
9050,entropic,28,180,169,4075,3,bloaty_fuzz_target-IDX5
9051,afl,24,660,169,4246,4,bloaty_fuzz_target-IDX5
9052,aflplusplus,20,60,169,3763,5,bloaty_fuzz_target-IDX5
9053,eclipser,18,120,169,3828,6,bloaty_fuzz_target-IDX5
9054,libfuzzer,72,60,72,517,1,jsoncpp_jsoncpp_fuzzer-IDX72
9055,entropic,72,60,72,514,2,jsoncpp_jsoncpp_fuzzer-IDX72
9056,afl,72,60,72,511,3,jsoncpp_jsoncpp_fuzzer-IDX72
9057,aflplusplus,72,60,72,511,3,jsoncpp_jsoncpp_fuzzer-IDX72
9058,eclipser,72,60,72,511,3,jsoncpp_jsoncpp_fuzzer-IDX72
9059,honggfuzz,72,180,72,512,4,jsoncpp_jsoncpp_fuzzer-IDX72
9060,libfuzzer,41,60,41,2323,1,proj4-2017-08-14-IDX45
9061,honggfuzz,41,240,41,2909,2,proj4-2017-08-14-IDX45
9062,entropic,40,60,41,1780,3,proj4-2017-08-14-IDX45
9063,afl,40,120,41,1571,4,proj4-2017-08-14-IDX45
9064,eclipser,40,120,41,1423,5,proj4-2017-08-14-IDX45
9065,aflplusplus,40,240,41,1931,6,proj4-2017-08-14-IDX45
9066,aflplusplus,167,480,167,4742,1,freetype2-2017-IDX11
9067,libfuzzer,167,480,167,3877,2,freetype2-2017-IDX11
9068,afl,167,720,167,3199,3,freetype2-2017-IDX11
9069,honggfuzz,164,720,167,4995,4,freetype2-2017-IDX11
9070,eclipser,157,600,167,3666,5,freetype2-2017-IDX11
9071,entropic,148,300,167,3742,6,freetype2-2017-IDX11
9072,afl,162,180,185,3698,1,bloaty_fuzz_target-IDX77
9073,honggfuzz,80,600,185,3874,2,bloaty_fuzz_target-IDX77
9074,entropic,76,780,185,4082,3,bloaty_fuzz_target-IDX77
9075,libfuzzer,74,600,185,3920,4,bloaty_fuzz_target-IDX77
9076,eclipser,30,180,185,1462,5,bloaty_fuzz_target-IDX77
9077,aflplusplus,29,60,185,2922,6,bloaty_fuzz_target-IDX77
9078,entropic,115,60,115,5603,1,libxslt_xpath-IDX6
9079,libfuzzer,115,120,115,5688,2,libxslt_xpath-IDX6
9080,honggfuzz,115,120,115,5615,3,libxslt_xpath-IDX6
9081,eclipser,115,180,115,5745,4,libxslt_xpath-IDX6
9082,afl,115,300,115,5599,5,libxslt_xpath-IDX6
9083,aflplusplus,104,120,115,6459,6,libxslt_xpath-IDX6
9084,aflplusplus,560,840,606,10740,1,php_php-fuzz-parser-IDX0
9085,afl,460,780,606,9699,2,php_php-fuzz-parser-IDX0
9086,honggfuzz,382,720,606,8972,3,php_php-fuzz-parser-IDX0
9087,entropic,380,900,606,8888,4,php_php-fuzz-parser-IDX0
9088,eclipser,327,720,606,8396,5,php_php-fuzz-parser-IDX0
9089,libfuzzer,325,720,606,8588,6,php_php-fuzz-parser-IDX0
9090,libfuzzer,54,60,54,2376,1,re2-2014-12-09-IDX95
9091,eclipser,54,60,54,2321,2,re2-2014-12-09-IDX95
9092,aflplusplus,54,60,54,2240,3,re2-2014-12-09-IDX95
9093,entropic,54,60,54,2219,4,re2-2014-12-09-IDX95
9094,honggfuzz,54,60,54,2215,5,re2-2014-12-09-IDX95
9095,afl,54,60,54,2185,6,re2-2014-12-09-IDX95
9096,honggfuzz,84,660,281,4604,1,bloaty_fuzz_target-IDX36
9097,afl,77,600,281,4358,2,bloaty_fuzz_target-IDX36
9098,libfuzzer,77,660,281,4341,3,bloaty_fuzz_target-IDX36
9099,entropic,75,900,281,4408,4,bloaty_fuzz_target-IDX36
9100,eclipser,61,600,281,4217,5,bloaty_fuzz_target-IDX36
9101,aflplusplus,58,60,281,3993,6,bloaty_fuzz_target-IDX36
9102,entropic,7,60,7,511,1,jsoncpp_jsoncpp_fuzzer-IDX39
9103,libfuzzer,7,60,7,511,1,jsoncpp_jsoncpp_fuzzer-IDX39
9104,afl,7,60,7,511,1,jsoncpp_jsoncpp_fuzzer-IDX39
9105,eclipser,7,60,7,508,2,jsoncpp_jsoncpp_fuzzer-IDX39
9106,aflplusplus,7,60,7,508,2,jsoncpp_jsoncpp_fuzzer-IDX39
9107,honggfuzz,7,60,7,505,3,jsoncpp_jsoncpp_fuzzer-IDX39
9108,afl,236,840,266,6596,1,libxml2-v2.9.2-IDX45
9109,aflplusplus,235,660,266,4879,2,libxml2-v2.9.2-IDX45
9110,eclipser,233,540,266,5753,3,libxml2-v2.9.2-IDX45
9111,honggfuzz,227,360,266,6146,4,libxml2-v2.9.2-IDX45
9112,entropic,224,600,266,4878,5,libxml2-v2.9.2-IDX45
9113,libfuzzer,174,360,266,4286,6,libxml2-v2.9.2-IDX45
9114,honggfuzz,29,60,29,6288,1,sqlite3_ossfuzz-IDX10
9115,afl,29,60,29,6254,2,sqlite3_ossfuzz-IDX10
9116,libfuzzer,29,60,29,6107,3,sqlite3_ossfuzz-IDX10
9117,eclipser,29,60,29,6107,3,sqlite3_ossfuzz-IDX10
9118,aflplusplus,29,60,29,6044,4,sqlite3_ossfuzz-IDX10
9119,entropic,29,60,29,5751,5,sqlite3_ossfuzz-IDX10
9120,honggfuzz,33,180,79,1333,1,lcms-2017-03-21-IDX51
9121,entropic,33,480,79,1313,2,lcms-2017-03-21-IDX51
9122,afl,32,180,79,1226,3,lcms-2017-03-21-IDX51
9123,aflplusplus,32,180,79,1215,4,lcms-2017-03-21-IDX51
9124,eclipser,32,360,79,1220,5,lcms-2017-03-21-IDX51
9125,libfuzzer,30,540,79,1241,6,lcms-2017-03-21-IDX51
9126,honggfuzz,22,60,22,958,1,libpng-1.2.56-IDX93
9127,aflplusplus,22,60,22,953,2,libpng-1.2.56-IDX93
9128,afl,22,60,22,933,3,libpng-1.2.56-IDX93
9129,eclipser,22,60,22,892,4,libpng-1.2.56-IDX93
9130,entropic,22,420,22,990,5,libpng-1.2.56-IDX93
9131,libfuzzer,13,60,22,858,6,libpng-1.2.56-IDX93
9132,eclipser,185,60,185,6845,1,sqlite3_ossfuzz-IDX47
9133,libfuzzer,185,120,185,7238,2,sqlite3_ossfuzz-IDX47
9134,afl,185,180,185,7064,3,sqlite3_ossfuzz-IDX47
9135,entropic,185,300,185,7065,4,sqlite3_ossfuzz-IDX47
9136,honggfuzz,185,300,185,7060,5,sqlite3_ossfuzz-IDX47
9137,aflplusplus,185,840,185,7877,6,sqlite3_ossfuzz-IDX47
9138,eclipser,335,120,335,4552,1,libxml2-v2.9.2-IDX74
9139,honggfuzz,335,480,335,6204,2,libxml2-v2.9.2-IDX74
9140,aflplusplus,335,900,335,6298,3,libxml2-v2.9.2-IDX74
9141,afl,334,180,335,4603,4,libxml2-v2.9.2-IDX74
9142,entropic,324,240,335,4729,5,libxml2-v2.9.2-IDX74
9143,libfuzzer,322,180,335,4616,6,libxml2-v2.9.2-IDX74
9144,honggfuzz,4,60,4,187,1,systemd_fuzz-link-parser-IDX46
9145,entropic,4,60,4,184,2,systemd_fuzz-link-parser-IDX46
9146,libfuzzer,4,60,4,181,3,systemd_fuzz-link-parser-IDX46
9147,aflplusplus,4,60,4,175,4,systemd_fuzz-link-parser-IDX46
9148,afl,4,60,4,168,5,systemd_fuzz-link-parser-IDX46
9149,eclipser,4,60,4,166,6,systemd_fuzz-link-parser-IDX46
9150,entropic,167,300,167,2402,1,re2-2014-12-09-IDX99
9151,aflplusplus,167,360,167,2475,2,re2-2014-12-09-IDX99
9152,afl,166,180,167,2385,3,re2-2014-12-09-IDX99
9153,eclipser,166,540,167,2439,4,re2-2014-12-09-IDX99
9154,libfuzzer,166,600,167,2442,5,re2-2014-12-09-IDX99
9155,honggfuzz,162,900,167,2415,6,re2-2014-12-09-IDX99
9156,libfuzzer,2,60,2,155,1,systemd_fuzz-link-parser-IDX71
9157,afl,2,60,2,154,2,systemd_fuzz-link-parser-IDX71
9158,aflplusplus,2,60,2,153,3,systemd_fuzz-link-parser-IDX71
9159,entropic,2,60,2,152,4,systemd_fuzz-link-parser-IDX71
9160,honggfuzz,2,60,2,152,4,systemd_fuzz-link-parser-IDX71
9161,eclipser,2,120,2,154,5,systemd_fuzz-link-parser-IDX71
9162,libfuzzer,40,60,40,516,1,jsoncpp_jsoncpp_fuzzer-IDX98
9163,entropic,40,60,40,514,2,jsoncpp_jsoncpp_fuzzer-IDX98
9164,afl,40,60,40,507,3,jsoncpp_jsoncpp_fuzzer-IDX98
9165,honggfuzz,40,60,40,507,3,jsoncpp_jsoncpp_fuzzer-IDX98
9166,eclipser,40,60,40,507,3,jsoncpp_jsoncpp_fuzzer-IDX98
9167,aflplusplus,40,60,40,505,4,jsoncpp_jsoncpp_fuzzer-IDX98
9168,aflplusplus,17,60,17,973,1,libpng-1.2.56-IDX38
9169,honggfuzz,17,60,17,926,2,libpng-1.2.56-IDX38
9170,libfuzzer,17,60,17,919,3,libpng-1.2.56-IDX38
9171,entropic,17,60,17,901,4,libpng-1.2.56-IDX38
9172,afl,17,60,17,900,5,libpng-1.2.56-IDX38
9173,eclipser,17,60,17,741,6,libpng-1.2.56-IDX38
9174,aflplusplus,6,60,6,1143,1,vorbis-2017-12-11-IDX70
9175,entropic,6,60,6,1108,2,vorbis-2017-12-11-IDX70
9176,eclipser,6,60,6,1099,3,vorbis-2017-12-11-IDX70
9177,afl,6,60,6,1088,4,vorbis-2017-12-11-IDX70
9178,honggfuzz,6,60,6,1088,4,vorbis-2017-12-11-IDX70
9179,libfuzzer,6,60,6,1074,5,vorbis-2017-12-11-IDX70
9180,entropic,215,840,1199,1792,1,bloaty_fuzz_target-IDX24
9181,honggfuzz,212,360,1199,1696,2,bloaty_fuzz_target-IDX24
9182,libfuzzer,210,840,1199,1757,3,bloaty_fuzz_target-IDX24
9183,afl,185,660,1199,1621,4,bloaty_fuzz_target-IDX24
9184,eclipser,147,720,1199,1636,5,bloaty_fuzz_target-IDX24
9185,aflplusplus,146,840,1199,1409,6,bloaty_fuzz_target-IDX24
9186,afl,25,120,33,181,1,systemd_fuzz-link-parser-IDX22
9187,entropic,25,240,33,179,2,systemd_fuzz-link-parser-IDX22
9188,eclipser,25,540,33,186,3,systemd_fuzz-link-parser-IDX22
9189,libfuzzer,25,660,33,178,4,systemd_fuzz-link-parser-IDX22
9190,honggfuzz,23,180,33,178,5,systemd_fuzz-link-parser-IDX22
9191,aflplusplus,0,120,33,76,6,systemd_fuzz-link-parser-IDX22
9192,aflplusplus,291,60,291,5807,1,sqlite3_ossfuzz-IDX88
9193,afl,291,120,291,7533,2,sqlite3_ossfuzz-IDX88
9194,honggfuzz,291,120,291,7210,3,sqlite3_ossfuzz-IDX88
9195,entropic,291,180,291,7586,4,sqlite3_ossfuzz-IDX88
9196,libfuzzer,291,180,291,7512,5,sqlite3_ossfuzz-IDX88
9197,eclipser,291,360,291,7357,6,sqlite3_ossfuzz-IDX88
9198,aflplusplus,22,60,22,2837,1,harfbuzz-1.3.2-IDX94
9199,libfuzzer,22,60,22,2735,2,harfbuzz-1.3.2-IDX94
9200,afl,22,60,22,2723,3,harfbuzz-1.3.2-IDX94
9201,honggfuzz,22,60,22,2722,4,harfbuzz-1.3.2-IDX94
9202,eclipser,22,60,22,2713,5,harfbuzz-1.3.2-IDX94
9203,entropic,22,60,22,2663,6,harfbuzz-1.3.2-IDX94
