,fuzzer,coverage,time,rank,micro_benchmark
8467,aflplusplus,228,60,1,openthread-2019-12-23-IDX53
8468,entropic,228,60,1,openthread-2019-12-23-IDX53
8469,afl,228,60,1,openthread-2019-12-23-IDX53
8470,libfuzzer,228,60,1,openthread-2019-12-23-IDX53
8471,honggfuzz,228,60,1,openthread-2019-12-23-IDX53
8472,eclipser,84,180,1,php_php-fuzz-parser-IDX46
8473,afl,84,180,1,php_php-fuzz-parser-IDX46
8474,entropic,84,180,1,php_php-fuzz-parser-IDX46
8475,aflplusplus,84,900,2,php_php-fuzz-parser-IDX46
8476,honggfuzz,83,60,3,php_php-fuzz-parser-IDX46
8477,libfuzzer,83,120,4,php_php-fuzz-parser-IDX46
8478,aflplusplus,126,120,1,openthread-2019-12-23-IDX69
8479,libfuzzer,126,180,2,openthread-2019-12-23-IDX69
8480,entropic,126,180,2,openthread-2019-12-23-IDX69
8481,eclipser,122,120,3,openthread-2019-12-23-IDX69
8482,afl,122,240,4,openthread-2019-12-23-IDX69
8483,honggfuzz,117,300,5,openthread-2019-12-23-IDX69
8484,libfuzzer,51,300,1,bloaty_fuzz_target-IDX73
8485,eclipser,49,540,2,bloaty_fuzz_target-IDX73
8486,afl,48,300,3,bloaty_fuzz_target-IDX73
8487,honggfuzz,45,180,4,bloaty_fuzz_target-IDX73
8488,aflplusplus,41,420,5,bloaty_fuzz_target-IDX73
8489,entropic,37,600,6,bloaty_fuzz_target-IDX73
8490,libfuzzer,52,60,1,proj4-2017-08-14-IDX17
8491,honggfuzz,52,60,1,proj4-2017-08-14-IDX17
8492,entropic,52,60,1,proj4-2017-08-14-IDX17
8493,eclipser,52,120,2,proj4-2017-08-14-IDX17
8494,afl,52,120,2,proj4-2017-08-14-IDX17
8495,aflplusplus,52,360,3,proj4-2017-08-14-IDX17
8496,entropic,1605,120,1,sqlite3_ossfuzz-IDX82
8497,libfuzzer,1605,480,2,sqlite3_ossfuzz-IDX82
8498,honggfuzz,1605,840,3,sqlite3_ossfuzz-IDX82
8499,eclipser,1602,60,4,sqlite3_ossfuzz-IDX82
8500,afl,1602,120,5,sqlite3_ossfuzz-IDX82
8501,aflplusplus,1602,120,5,sqlite3_ossfuzz-IDX82
8502,entropic,258,180,1,openssl_x509-IDX38
8503,libfuzzer,256,60,2,openssl_x509-IDX38
8504,eclipser,256,840,3,openssl_x509-IDX38
8505,honggfuzz,256,900,4,openssl_x509-IDX38
8506,aflplusplus,255,180,5,openssl_x509-IDX38
8507,afl,255,840,6,openssl_x509-IDX38
8508,entropic,21,60,1,vorbis-2017-12-11-IDX86
8509,honggfuzz,21,180,2,vorbis-2017-12-11-IDX86
8510,aflplusplus,21,300,3,vorbis-2017-12-11-IDX86
8511,libfuzzer,13,240,4,vorbis-2017-12-11-IDX86
8512,afl,13,300,5,vorbis-2017-12-11-IDX86
8513,eclipser,13,360,6,vorbis-2017-12-11-IDX86
8514,honggfuzz,387,360,1,bloaty_fuzz_target-IDX66
8515,aflplusplus,351,720,2,bloaty_fuzz_target-IDX66
8516,entropic,348,420,3,bloaty_fuzz_target-IDX66
8517,libfuzzer,336,300,4,bloaty_fuzz_target-IDX66
8518,eclipser,329,600,5,bloaty_fuzz_target-IDX66
8519,afl,305,180,6,bloaty_fuzz_target-IDX66
8520,libfuzzer,28,60,1,bloaty_fuzz_target-IDX3
8521,aflplusplus,28,60,1,bloaty_fuzz_target-IDX3
8522,entropic,28,60,1,bloaty_fuzz_target-IDX3
8523,honggfuzz,28,300,2,bloaty_fuzz_target-IDX3
8524,eclipser,19,180,3,bloaty_fuzz_target-IDX3
8525,afl,8,60,4,bloaty_fuzz_target-IDX3
8526,libfuzzer,17,60,1,libpng-1.2.56-IDX56
8527,entropic,17,60,1,libpng-1.2.56-IDX56
8528,honggfuzz,17,60,1,libpng-1.2.56-IDX56
8529,afl,17,60,1,libpng-1.2.56-IDX56
8530,eclipser,17,60,1,libpng-1.2.56-IDX56
8531,aflplusplus,17,60,1,libpng-1.2.56-IDX56
8532,libfuzzer,33,60,1,jsoncpp_jsoncpp_fuzzer-IDX66
8533,entropic,33,60,1,jsoncpp_jsoncpp_fuzzer-IDX66
8534,afl,33,60,1,jsoncpp_jsoncpp_fuzzer-IDX66
8535,honggfuzz,33,60,1,jsoncpp_jsoncpp_fuzzer-IDX66
8536,eclipser,33,60,1,jsoncpp_jsoncpp_fuzzer-IDX66
8537,aflplusplus,33,60,1,jsoncpp_jsoncpp_fuzzer-IDX66
8538,afl,15,120,1,mbedtls_fuzz_dtlsclient-IDX28
8539,eclipser,15,360,2,mbedtls_fuzz_dtlsclient-IDX28
8540,aflplusplus,15,540,3,mbedtls_fuzz_dtlsclient-IDX28
8541,entropic,15,900,4,mbedtls_fuzz_dtlsclient-IDX28
8542,honggfuzz,14,60,5,mbedtls_fuzz_dtlsclient-IDX28
8543,libfuzzer,14,420,6,mbedtls_fuzz_dtlsclient-IDX28
8544,entropic,15,60,1,systemd_fuzz-link-parser-IDX31
8545,afl,15,60,1,systemd_fuzz-link-parser-IDX31
8546,libfuzzer,15,60,1,systemd_fuzz-link-parser-IDX31
8547,honggfuzz,15,60,1,systemd_fuzz-link-parser-IDX31
8548,aflplusplus,15,120,2,systemd_fuzz-link-parser-IDX31
8549,eclipser,15,120,2,systemd_fuzz-link-parser-IDX31
8550,eclipser,82,60,1,re2-2014-12-09-IDX10
8551,aflplusplus,82,60,1,re2-2014-12-09-IDX10
8552,afl,82,60,1,re2-2014-12-09-IDX10
8553,entropic,82,60,1,re2-2014-12-09-IDX10
8554,libfuzzer,82,60,1,re2-2014-12-09-IDX10
8555,honggfuzz,82,60,1,re2-2014-12-09-IDX10
8556,aflplusplus,344,300,1,lcms-2017-03-21-IDX21
8557,honggfuzz,344,900,2,lcms-2017-03-21-IDX21
8558,libfuzzer,290,780,3,lcms-2017-03-21-IDX21
8559,eclipser,284,180,4,lcms-2017-03-21-IDX21
8560,entropic,144,900,5,lcms-2017-03-21-IDX21
8561,afl,105,360,6,lcms-2017-03-21-IDX21
8562,honggfuzz,115,600,1,proj4-2017-08-14-IDX78
8563,aflplusplus,115,780,2,proj4-2017-08-14-IDX78
8564,entropic,109,120,3,proj4-2017-08-14-IDX78
8565,libfuzzer,109,300,4,proj4-2017-08-14-IDX78
8566,afl,109,300,4,proj4-2017-08-14-IDX78
8567,eclipser,109,540,5,proj4-2017-08-14-IDX78
8568,honggfuzz,22,60,1,libpng-1.2.56-IDX36
8569,aflplusplus,22,60,1,libpng-1.2.56-IDX36
8570,entropic,22,240,2,libpng-1.2.56-IDX36
8571,libfuzzer,21,60,3,libpng-1.2.56-IDX36
8572,afl,20,60,4,libpng-1.2.56-IDX36
8573,eclipser,20,60,4,libpng-1.2.56-IDX36
8574,aflplusplus,373,60,1,sqlite3_ossfuzz-IDX64
8575,eclipser,373,60,1,sqlite3_ossfuzz-IDX64
8576,libfuzzer,373,60,1,sqlite3_ossfuzz-IDX64
8577,afl,373,60,1,sqlite3_ossfuzz-IDX64
8578,honggfuzz,373,180,2,sqlite3_ossfuzz-IDX64
8579,entropic,373,240,3,sqlite3_ossfuzz-IDX64
8580,afl,95,60,1,re2-2014-12-09-IDX55
8581,libfuzzer,95,60,1,re2-2014-12-09-IDX55
8582,honggfuzz,95,60,1,re2-2014-12-09-IDX55
8583,entropic,95,60,1,re2-2014-12-09-IDX55
8584,eclipser,95,60,1,re2-2014-12-09-IDX55
8585,aflplusplus,95,60,1,re2-2014-12-09-IDX55
8586,libfuzzer,31,60,1,jsoncpp_jsoncpp_fuzzer-IDX67
8587,entropic,31,60,1,jsoncpp_jsoncpp_fuzzer-IDX67
8588,afl,31,60,1,jsoncpp_jsoncpp_fuzzer-IDX67
8589,aflplusplus,31,60,1,jsoncpp_jsoncpp_fuzzer-IDX67
8590,honggfuzz,31,60,1,jsoncpp_jsoncpp_fuzzer-IDX67
8591,eclipser,31,60,1,jsoncpp_jsoncpp_fuzzer-IDX67
8592,honggfuzz,305,60,1,libxml2-v2.9.2-IDX38
8593,entropic,304,300,2,libxml2-v2.9.2-IDX38
8594,eclipser,304,360,3,libxml2-v2.9.2-IDX38
8595,afl,304,480,4,libxml2-v2.9.2-IDX38
8596,aflplusplus,304,780,5,libxml2-v2.9.2-IDX38
8597,libfuzzer,299,360,6,libxml2-v2.9.2-IDX38
8598,honggfuzz,356,840,1,bloaty_fuzz_target-IDX19
8599,entropic,342,780,2,bloaty_fuzz_target-IDX19
8600,libfuzzer,279,420,3,bloaty_fuzz_target-IDX19
8601,eclipser,251,480,4,bloaty_fuzz_target-IDX19
8602,aflplusplus,157,120,5,bloaty_fuzz_target-IDX19
8603,afl,154,720,6,bloaty_fuzz_target-IDX19
8604,libfuzzer,96,60,1,libpng-1.2.56-IDX19
8605,honggfuzz,96,60,1,libpng-1.2.56-IDX19
8606,entropic,96,60,1,libpng-1.2.56-IDX19
8607,aflplusplus,96,60,1,libpng-1.2.56-IDX19
8608,afl,96,180,2,libpng-1.2.56-IDX19
8609,eclipser,96,300,3,libpng-1.2.56-IDX19
8610,aflplusplus,1,60,1,openthread-2019-12-23-IDX85
8611,entropic,1,60,1,openthread-2019-12-23-IDX85
8612,honggfuzz,1,60,1,openthread-2019-12-23-IDX85
8613,eclipser,1,60,1,openthread-2019-12-23-IDX85
8614,afl,1,60,1,openthread-2019-12-23-IDX85
8615,libfuzzer,1,60,1,openthread-2019-12-23-IDX85
8616,aflplusplus,29,60,1,proj4-2017-08-14-IDX43
8617,afl,29,120,2,proj4-2017-08-14-IDX43
8618,eclipser,29,300,3,proj4-2017-08-14-IDX43
8619,entropic,29,480,4,proj4-2017-08-14-IDX43
8620,honggfuzz,29,780,5,proj4-2017-08-14-IDX43
8621,libfuzzer,28,60,6,proj4-2017-08-14-IDX43
8622,eclipser,209,180,1,freetype2-2017-IDX24
8623,honggfuzz,199,480,2,freetype2-2017-IDX24
8624,entropic,197,60,3,freetype2-2017-IDX24
8625,afl,197,60,3,freetype2-2017-IDX24
8626,libfuzzer,197,120,4,freetype2-2017-IDX24
8627,aflplusplus,197,120,4,freetype2-2017-IDX24
8628,entropic,30,60,1,jsoncpp_jsoncpp_fuzzer-IDX61
8629,eclipser,30,60,1,jsoncpp_jsoncpp_fuzzer-IDX61
8630,aflplusplus,30,60,1,jsoncpp_jsoncpp_fuzzer-IDX61
8631,libfuzzer,30,60,1,jsoncpp_jsoncpp_fuzzer-IDX61
8632,afl,30,60,1,jsoncpp_jsoncpp_fuzzer-IDX61
8633,honggfuzz,30,60,1,jsoncpp_jsoncpp_fuzzer-IDX61
8634,honggfuzz,145,480,1,mbedtls_fuzz_dtlsclient-IDX21
8635,aflplusplus,143,900,2,mbedtls_fuzz_dtlsclient-IDX21
8636,eclipser,125,360,3,mbedtls_fuzz_dtlsclient-IDX21
8637,afl,125,660,4,mbedtls_fuzz_dtlsclient-IDX21
8638,entropic,123,360,5,mbedtls_fuzz_dtlsclient-IDX21
8639,libfuzzer,122,840,6,mbedtls_fuzz_dtlsclient-IDX21
8640,afl,1040,840,1,php_php-fuzz-parser-IDX71
8641,eclipser,1034,900,2,php_php-fuzz-parser-IDX71
8642,libfuzzer,1032,900,3,php_php-fuzz-parser-IDX71
8643,entropic,1031,900,4,php_php-fuzz-parser-IDX71
8644,aflplusplus,1028,900,5,php_php-fuzz-parser-IDX71
8645,honggfuzz,1027,780,6,php_php-fuzz-parser-IDX71
8646,honggfuzz,42,60,1,systemd_fuzz-link-parser-IDX24
8647,aflplusplus,42,60,1,systemd_fuzz-link-parser-IDX24
8648,entropic,42,60,1,systemd_fuzz-link-parser-IDX24
8649,libfuzzer,42,60,1,systemd_fuzz-link-parser-IDX24
8650,afl,31,60,2,systemd_fuzz-link-parser-IDX24
8651,eclipser,31,120,3,systemd_fuzz-link-parser-IDX24
8652,entropic,5,60,1,jsoncpp_jsoncpp_fuzzer-IDX57
8653,libfuzzer,5,60,1,jsoncpp_jsoncpp_fuzzer-IDX57
8654,honggfuzz,5,60,1,jsoncpp_jsoncpp_fuzzer-IDX57
8655,aflplusplus,5,60,1,jsoncpp_jsoncpp_fuzzer-IDX57
8656,afl,5,60,1,jsoncpp_jsoncpp_fuzzer-IDX57
8657,eclipser,5,60,1,jsoncpp_jsoncpp_fuzzer-IDX57
8658,aflplusplus,362,660,1,libpcap_fuzz_both-IDX7
8659,afl,124,900,2,libpcap_fuzz_both-IDX7
8660,entropic,123,900,3,libpcap_fuzz_both-IDX7
8661,libfuzzer,122,180,4,libpcap_fuzz_both-IDX7
8662,honggfuzz,122,420,5,libpcap_fuzz_both-IDX7
8663,eclipser,121,660,6,libpcap_fuzz_both-IDX7
8664,eclipser,27,60,1,mbedtls_fuzz_dtlsclient-IDX12
8665,afl,27,60,1,mbedtls_fuzz_dtlsclient-IDX12
8666,aflplusplus,27,600,2,mbedtls_fuzz_dtlsclient-IDX12
8667,libfuzzer,26,60,3,mbedtls_fuzz_dtlsclient-IDX12
8668,honggfuzz,26,60,3,mbedtls_fuzz_dtlsclient-IDX12
8669,entropic,26,60,3,mbedtls_fuzz_dtlsclient-IDX12
8670,honggfuzz,69,480,1,bloaty_fuzz_target-IDX11
8671,afl,31,660,2,bloaty_fuzz_target-IDX11
8672,entropic,26,540,3,bloaty_fuzz_target-IDX11
8673,eclipser,23,540,4,bloaty_fuzz_target-IDX11
8674,aflplusplus,16,540,5,bloaty_fuzz_target-IDX11
8675,libfuzzer,16,840,6,bloaty_fuzz_target-IDX11
8676,honggfuzz,92,60,1,harfbuzz-1.3.2-IDX17
8677,afl,92,60,1,harfbuzz-1.3.2-IDX17
8678,libfuzzer,92,60,1,harfbuzz-1.3.2-IDX17
8679,aflplusplus,92,60,1,harfbuzz-1.3.2-IDX17
8680,entropic,92,60,1,harfbuzz-1.3.2-IDX17
8681,eclipser,92,60,1,harfbuzz-1.3.2-IDX17
8682,afl,155,360,1,php_php-fuzz-parser-IDX99
8683,eclipser,155,600,2,php_php-fuzz-parser-IDX99
8684,aflplusplus,151,240,3,php_php-fuzz-parser-IDX99
8685,honggfuzz,151,420,4,php_php-fuzz-parser-IDX99
8686,libfuzzer,149,120,5,php_php-fuzz-parser-IDX99
8687,entropic,148,420,6,php_php-fuzz-parser-IDX99
8688,afl,39,60,1,bloaty_fuzz_target-IDX89
8689,honggfuzz,38,420,2,bloaty_fuzz_target-IDX89
8690,eclipser,37,120,3,bloaty_fuzz_target-IDX89
8691,entropic,30,120,4,bloaty_fuzz_target-IDX89
8692,libfuzzer,27,60,5,bloaty_fuzz_target-IDX89
8693,aflplusplus,26,60,6,bloaty_fuzz_target-IDX89
8694,libfuzzer,242,300,1,openthread-2019-12-23-IDX10
8695,entropic,242,480,2,openthread-2019-12-23-IDX10
8696,eclipser,237,900,3,openthread-2019-12-23-IDX10
8697,honggfuzz,233,600,4,openthread-2019-12-23-IDX10
8698,afl,229,900,5,openthread-2019-12-23-IDX10
8699,aflplusplus,196,120,6,openthread-2019-12-23-IDX10
8700,libfuzzer,689,60,1,re2-2014-12-09-IDX70
8701,honggfuzz,689,300,2,re2-2014-12-09-IDX70
8702,aflplusplus,689,480,3,re2-2014-12-09-IDX70
8703,eclipser,689,840,4,re2-2014-12-09-IDX70
8704,entropic,667,840,5,re2-2014-12-09-IDX70
8705,afl,561,180,6,re2-2014-12-09-IDX70
8706,honggfuzz,457,60,1,harfbuzz-1.3.2-IDX75
8707,entropic,457,60,1,harfbuzz-1.3.2-IDX75
8708,libfuzzer,457,120,2,harfbuzz-1.3.2-IDX75
8709,eclipser,457,240,3,harfbuzz-1.3.2-IDX75
8710,afl,457,300,4,harfbuzz-1.3.2-IDX75
8711,aflplusplus,457,780,5,harfbuzz-1.3.2-IDX75
8712,libfuzzer,157,60,1,libxslt_xpath-IDX64
8713,entropic,157,60,1,libxslt_xpath-IDX64
8714,afl,157,60,1,libxslt_xpath-IDX64
8715,honggfuzz,157,60,1,libxslt_xpath-IDX64
8716,aflplusplus,157,60,1,libxslt_xpath-IDX64
8717,eclipser,157,60,1,libxslt_xpath-IDX64
8718,entropic,39,60,1,libxml2-v2.9.2-IDX85
8719,honggfuzz,39,60,1,libxml2-v2.9.2-IDX85
8720,eclipser,39,240,2,libxml2-v2.9.2-IDX85
8721,afl,39,240,2,libxml2-v2.9.2-IDX85
8722,libfuzzer,39,480,3,libxml2-v2.9.2-IDX85
8723,aflplusplus,36,420,4,libxml2-v2.9.2-IDX85
8724,entropic,89,180,1,openssl_x509-IDX78
8725,aflplusplus,89,300,2,openssl_x509-IDX78
8726,eclipser,89,420,3,openssl_x509-IDX78
8727,afl,87,180,4,openssl_x509-IDX78
8728,honggfuzz,87,360,5,openssl_x509-IDX78
8729,libfuzzer,87,540,6,openssl_x509-IDX78
8730,afl,135,60,1,vorbis-2017-12-11-IDX43
8731,aflplusplus,135,60,1,vorbis-2017-12-11-IDX43
8732,entropic,135,60,1,vorbis-2017-12-11-IDX43
8733,honggfuzz,135,60,1,vorbis-2017-12-11-IDX43
8734,libfuzzer,135,60,1,vorbis-2017-12-11-IDX43
8735,eclipser,135,120,2,vorbis-2017-12-11-IDX43
8736,aflplusplus,20,60,1,openthread-2019-12-23-IDX90
8737,libfuzzer,20,120,2,openthread-2019-12-23-IDX90
8738,entropic,20,120,2,openthread-2019-12-23-IDX90
8739,afl,18,60,3,openthread-2019-12-23-IDX90
8740,honggfuzz,18,60,3,openthread-2019-12-23-IDX90
8741,eclipser,18,120,4,openthread-2019-12-23-IDX90
8742,libfuzzer,25,60,1,jsoncpp_jsoncpp_fuzzer-IDX75
8743,entropic,25,60,1,jsoncpp_jsoncpp_fuzzer-IDX75
8744,afl,25,60,1,jsoncpp_jsoncpp_fuzzer-IDX75
8745,honggfuzz,25,60,1,jsoncpp_jsoncpp_fuzzer-IDX75
8746,aflplusplus,25,60,1,jsoncpp_jsoncpp_fuzzer-IDX75
8747,eclipser,25,60,1,jsoncpp_jsoncpp_fuzzer-IDX75
8748,aflplusplus,85,780,1,lcms-2017-03-21-IDX38
8749,afl,84,600,2,lcms-2017-03-21-IDX38
8750,honggfuzz,84,660,3,lcms-2017-03-21-IDX38
8751,entropic,84,720,4,lcms-2017-03-21-IDX38
8752,eclipser,77,120,5,lcms-2017-03-21-IDX38
8753,libfuzzer,6,780,6,lcms-2017-03-21-IDX38
8754,honggfuzz,811,360,1,sqlite3_ossfuzz-IDX8
8755,libfuzzer,811,480,2,sqlite3_ossfuzz-IDX8
8756,afl,809,300,3,sqlite3_ossfuzz-IDX8
8757,aflplusplus,809,360,4,sqlite3_ossfuzz-IDX8
8758,entropic,809,480,5,sqlite3_ossfuzz-IDX8
8759,eclipser,809,480,5,sqlite3_ossfuzz-IDX8
8760,eclipser,6,60,1,mbedtls_fuzz_dtlsclient-IDX25
8761,honggfuzz,6,60,1,mbedtls_fuzz_dtlsclient-IDX25
8762,afl,6,60,1,mbedtls_fuzz_dtlsclient-IDX25
8763,entropic,6,60,1,mbedtls_fuzz_dtlsclient-IDX25
8764,aflplusplus,6,60,1,mbedtls_fuzz_dtlsclient-IDX25
8765,libfuzzer,6,240,2,mbedtls_fuzz_dtlsclient-IDX25
8766,aflplusplus,230,720,1,php_php-fuzz-parser-IDX54
8767,honggfuzz,224,900,2,php_php-fuzz-parser-IDX54
8768,entropic,221,600,3,php_php-fuzz-parser-IDX54
8769,libfuzzer,221,900,4,php_php-fuzz-parser-IDX54
8770,eclipser,217,420,5,php_php-fuzz-parser-IDX54
8771,afl,203,600,6,php_php-fuzz-parser-IDX54
8772,aflplusplus,27,60,1,jsoncpp_jsoncpp_fuzzer-IDX14
8773,honggfuzz,27,60,1,jsoncpp_jsoncpp_fuzzer-IDX14
8774,entropic,27,60,1,jsoncpp_jsoncpp_fuzzer-IDX14
8775,libfuzzer,27,60,1,jsoncpp_jsoncpp_fuzzer-IDX14
8776,eclipser,27,60,1,jsoncpp_jsoncpp_fuzzer-IDX14
8777,afl,27,60,1,jsoncpp_jsoncpp_fuzzer-IDX14
8778,entropic,1051,300,1,bloaty_fuzz_target-IDX41
8779,eclipser,1038,840,2,bloaty_fuzz_target-IDX41
8780,honggfuzz,136,720,3,bloaty_fuzz_target-IDX41
8781,afl,135,180,4,bloaty_fuzz_target-IDX41
8782,libfuzzer,129,780,5,bloaty_fuzz_target-IDX41
8783,aflplusplus,114,480,6,bloaty_fuzz_target-IDX41
8784,aflplusplus,118,60,1,libpng-1.2.56-IDX57
8785,libfuzzer,118,60,1,libpng-1.2.56-IDX57
8786,honggfuzz,118,60,1,libpng-1.2.56-IDX57
8787,entropic,118,60,1,libpng-1.2.56-IDX57
8788,afl,118,180,2,libpng-1.2.56-IDX57
8789,eclipser,118,180,2,libpng-1.2.56-IDX57
8790,libfuzzer,196,60,1,harfbuzz-1.3.2-IDX88
8791,honggfuzz,196,60,1,harfbuzz-1.3.2-IDX88
8792,afl,196,120,2,harfbuzz-1.3.2-IDX88
8793,eclipser,196,120,2,harfbuzz-1.3.2-IDX88
8794,entropic,196,120,2,harfbuzz-1.3.2-IDX88
8795,aflplusplus,175,120,3,harfbuzz-1.3.2-IDX88
8796,libfuzzer,61,60,1,openthread-2019-12-23-IDX78
8797,eclipser,61,60,1,openthread-2019-12-23-IDX78
8798,honggfuzz,61,60,1,openthread-2019-12-23-IDX78
8799,afl,61,60,1,openthread-2019-12-23-IDX78
8800,aflplusplus,61,60,1,openthread-2019-12-23-IDX78
8801,entropic,61,60,1,openthread-2019-12-23-IDX78
8802,aflplusplus,1307,840,1,curl_curl_fuzzer_http-IDX16
8803,honggfuzz,1306,900,2,curl_curl_fuzzer_http-IDX16
8804,eclipser,1178,600,3,curl_curl_fuzzer_http-IDX16
8805,afl,1168,660,4,curl_curl_fuzzer_http-IDX16
8806,entropic,1167,180,5,curl_curl_fuzzer_http-IDX16
8807,libfuzzer,1166,240,6,curl_curl_fuzzer_http-IDX16
8808,aflplusplus,263,660,1,libpng-1.2.56-IDX41
8809,libfuzzer,221,600,2,libpng-1.2.56-IDX41
8810,honggfuzz,157,60,3,libpng-1.2.56-IDX41
8811,eclipser,120,60,4,libpng-1.2.56-IDX41
8812,entropic,120,60,4,libpng-1.2.56-IDX41
8813,afl,120,60,4,libpng-1.2.56-IDX41
8814,eclipser,61,60,1,openthread-2019-12-23-IDX42
8815,honggfuzz,61,60,1,openthread-2019-12-23-IDX42
8816,aflplusplus,61,60,1,openthread-2019-12-23-IDX42
8817,entropic,61,60,1,openthread-2019-12-23-IDX42
8818,libfuzzer,61,60,1,openthread-2019-12-23-IDX42
8819,afl,61,60,1,openthread-2019-12-23-IDX42
8820,aflplusplus,508,660,1,libpcap_fuzz_both-IDX79
8821,entropic,308,60,2,libpcap_fuzz_both-IDX79
8822,eclipser,308,60,2,libpcap_fuzz_both-IDX79
8823,afl,308,120,3,libpcap_fuzz_both-IDX79
8824,honggfuzz,308,180,4,libpcap_fuzz_both-IDX79
8825,libfuzzer,308,300,5,libpcap_fuzz_both-IDX79
8826,afl,295,900,1,libjpeg-turbo-07-2017-IDX26
8827,entropic,289,900,2,libjpeg-turbo-07-2017-IDX26
8828,aflplusplus,268,60,3,libjpeg-turbo-07-2017-IDX26
8829,eclipser,268,360,4,libjpeg-turbo-07-2017-IDX26
8830,honggfuzz,268,420,5,libjpeg-turbo-07-2017-IDX26
8831,libfuzzer,267,600,6,libjpeg-turbo-07-2017-IDX26
8832,honggfuzz,246,60,1,openthread-2019-12-23-IDX31
8833,entropic,246,60,1,openthread-2019-12-23-IDX31
8834,aflplusplus,246,60,1,openthread-2019-12-23-IDX31
8835,libfuzzer,246,60,1,openthread-2019-12-23-IDX31
8836,eclipser,246,120,2,openthread-2019-12-23-IDX31
8837,afl,246,120,2,openthread-2019-12-23-IDX31
8838,honggfuzz,2,60,1,openthread-2019-12-23-IDX1
8839,afl,2,60,1,openthread-2019-12-23-IDX1
8840,eclipser,2,60,1,openthread-2019-12-23-IDX1
8841,aflplusplus,2,60,1,openthread-2019-12-23-IDX1
8842,entropic,2,60,1,openthread-2019-12-23-IDX1
8843,libfuzzer,2,60,1,openthread-2019-12-23-IDX1
8844,aflplusplus,8,60,1,systemd_fuzz-link-parser-IDX50
8845,eclipser,8,60,1,systemd_fuzz-link-parser-IDX50
8846,afl,8,60,1,systemd_fuzz-link-parser-IDX50
8847,entropic,8,60,1,systemd_fuzz-link-parser-IDX50
8848,honggfuzz,8,60,1,systemd_fuzz-link-parser-IDX50
8849,libfuzzer,8,60,1,systemd_fuzz-link-parser-IDX50
8850,aflplusplus,11,60,1,mbedtls_fuzz_dtlsclient-IDX79
8851,libfuzzer,11,60,1,mbedtls_fuzz_dtlsclient-IDX79
8852,entropic,11,120,2,mbedtls_fuzz_dtlsclient-IDX79
8853,eclipser,10,60,3,mbedtls_fuzz_dtlsclient-IDX79
8854,afl,10,60,3,mbedtls_fuzz_dtlsclient-IDX79
8855,honggfuzz,10,60,3,mbedtls_fuzz_dtlsclient-IDX79
8856,honggfuzz,78,60,1,re2-2014-12-09-IDX16
8857,afl,78,60,1,re2-2014-12-09-IDX16
8858,libfuzzer,78,60,1,re2-2014-12-09-IDX16
8859,eclipser,78,60,1,re2-2014-12-09-IDX16
8860,aflplusplus,78,60,1,re2-2014-12-09-IDX16
8861,entropic,78,60,1,re2-2014-12-09-IDX16
8862,libfuzzer,74,60,1,jsoncpp_jsoncpp_fuzzer-IDX32
8863,honggfuzz,74,60,1,jsoncpp_jsoncpp_fuzzer-IDX32
8864,eclipser,74,60,1,jsoncpp_jsoncpp_fuzzer-IDX32
8865,aflplusplus,74,60,1,jsoncpp_jsoncpp_fuzzer-IDX32
8866,entropic,74,60,1,jsoncpp_jsoncpp_fuzzer-IDX32
8867,afl,74,60,1,jsoncpp_jsoncpp_fuzzer-IDX32
8868,libfuzzer,13,60,1,bloaty_fuzz_target-IDX60
8869,aflplusplus,13,60,1,bloaty_fuzz_target-IDX60
8870,honggfuzz,13,60,1,bloaty_fuzz_target-IDX60
8871,afl,13,60,1,bloaty_fuzz_target-IDX60
8872,eclipser,13,120,2,bloaty_fuzz_target-IDX60
8873,entropic,11,60,3,bloaty_fuzz_target-IDX60
8874,honggfuzz,57,60,1,bloaty_fuzz_target-IDX51
8875,libfuzzer,57,360,2,bloaty_fuzz_target-IDX51
8876,entropic,51,600,3,bloaty_fuzz_target-IDX51
8877,eclipser,50,600,4,bloaty_fuzz_target-IDX51
8878,aflplusplus,42,60,5,bloaty_fuzz_target-IDX51
8879,afl,18,180,6,bloaty_fuzz_target-IDX51
8880,aflplusplus,14,60,1,libpcap_fuzz_both-IDX34
8881,entropic,14,60,1,libpcap_fuzz_both-IDX34
8882,afl,14,60,1,libpcap_fuzz_both-IDX34
8883,eclipser,14,60,1,libpcap_fuzz_both-IDX34
8884,honggfuzz,14,60,1,libpcap_fuzz_both-IDX34
8885,libfuzzer,14,60,1,libpcap_fuzz_both-IDX34
8886,aflplusplus,535,60,1,re2-2014-12-09-IDX2
8887,honggfuzz,535,60,1,re2-2014-12-09-IDX2
8888,afl,535,60,1,re2-2014-12-09-IDX2
8889,eclipser,535,120,2,re2-2014-12-09-IDX2
8890,libfuzzer,535,180,3,re2-2014-12-09-IDX2
8891,entropic,535,780,4,re2-2014-12-09-IDX2
8892,afl,54,60,1,jsoncpp_jsoncpp_fuzzer-IDX42
8893,aflplusplus,54,60,1,jsoncpp_jsoncpp_fuzzer-IDX42
8894,entropic,54,60,1,jsoncpp_jsoncpp_fuzzer-IDX42
8895,libfuzzer,54,60,1,jsoncpp_jsoncpp_fuzzer-IDX42
8896,honggfuzz,54,60,1,jsoncpp_jsoncpp_fuzzer-IDX42
8897,eclipser,54,120,2,jsoncpp_jsoncpp_fuzzer-IDX42
